time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452600000	4.11765	18.4112	4.67739	3.88227	0.482366	lidar	1.59755	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.9225	18.2385	4.87801	3.91466	0.509885	radar	7.29201	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.64886	18.0953	5.01099	3.89882	0.45845	lidar	2.77341	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49462	17.9459	4.86801	3.91533	0.441112	radar	3.49031	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25699	17.778	4.9654	3.91444	0.412103	lidar	1.1865	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.06872	17.5943	5.06811	3.94037	0.428259	radar	2.19425	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89609	17.4759	5.00137	3.94371	0.409209	lidar	6.20792	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.74557	17.2598	5.10101	3.99029	0.452647	radar	2.76648	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.56991	17.0709	5.11081	4.00858	0.447448	lidar	0.0294622	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41154	16.9069	4.94837	4.01453	0.414523	radar	2.31082	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25049	16.7352	4.9336	4.02871	0.407403	lidar	0.512215	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07664	16.539	4.90085	4.0378	0.385726	radar	4.80629	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92007	16.3088	4.95072	4.06482	0.393412	lidar	2.22998	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77058	16.1331	4.8647	4.07336	0.373778	radar	0.820595	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56154	15.9653	4.91951	4.05994	0.335503	lidar	1.70368	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.42746	15.7331	5.04443	4.09889	0.373219	radar	2.12392	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.2517	15.5127	5.10313	4.10814	0.361057	lidar	0.667258	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.09443	15.3205	5.06557	4.11371	0.342701	radar	0.98453	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.87537	15.0985	5.18031	4.10287	0.307822	lidar	1.98233	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.735032	14.9202	5.05046	4.10625	0.284747	radar	2.53705	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.642941	14.7088	4.99008	4.14101	0.309653	lidar	0.608027	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.524742	14.4664	5.09343	4.17549	0.340737	radar	1.8414	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.347304	14.2416	5.16093	4.17404	0.317893	lidar	0.671922	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.210909	13.9871	5.32845	4.20302	0.345888	radar	2.44679	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.214469	13.7402	5.18914	4.27618	0.413972	lidar	4.25744	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.103659	13.4965	5.26115	4.29986	0.422201	radar	0.661948	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0659979	13.2607	5.32484	4.29215	0.38662	lidar	1.08949	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.183035	13.0451	5.20369	4.29664	0.360569	radar	1.39531	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.170805	12.8251	5.06071	4.36035	0.418285	lidar	3.78151	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.283475	12.601	4.96619	4.3627	0.388194	radar	3.14661	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.404084	12.3667	5.00144	4.36575	0.367729	lidar	0.354981	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.521275	12.1593	4.94218	4.3624	0.337772	radar	3.54154	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.596526	11.9444	4.91008	4.38021	0.339612	lidar	0.480847	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.718789	11.7153	4.91898	4.37554	0.310817	radar	2.73887	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.924015	11.4678	5.04571	4.33595	0.241786	lidar	4.37997	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.01879	11.245	4.93275	4.33793	0.219705	radar	2.40298	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.20193	11.0168	5.01372	4.30601	0.16711	lidar	2.45023	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28436	10.7691	5.11756	4.3314	0.198004	radar	1.4703	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.4189	10.5121	5.18516	4.32553	0.178263	lidar	0.868816	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.51412	10.2466	5.2817	4.34326	0.195165	radar	1.2321	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.6069	10.0379	5.22337	4.34918	0.19165	lidar	2.107	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.69323	9.81018	5.15783	4.35634	0.185159	radar	0.590092	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76292	9.59301	5.10153	4.37127	0.19279	lidar	0.83868	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.88179	9.33676	5.21521	4.37167	0.187292	radar	2.46501	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.96774	9.03982	5.29385	4.38665	0.192551	lidar	3.88084	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.04894	8.82074	5.17705	4.3884	0.175828	radar	1.98151	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.14594	8.56824	5.20317	4.39109	0.168173	lidar	0.105049	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.28074	8.3101	5.26622	4.3764	0.138662	radar	2.6679	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31859	8.0822	5.1869	4.40242	0.162576	lidar	0.947373	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37235	7.87501	5.08098	4.41577	0.167709	radar	5.49012	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49118	7.62118	5.14279	4.40527	0.144356	lidar	0.732238	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.65341	7.3854	5.11466	4.36434	0.0714907	radar	5.40909	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.76029	7.12886	5.16115	4.36065	0.0621647	lidar	0.333554	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81764	6.89672	5.15592	4.38222	0.0930642	radar	1.73712	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.84942	6.69782	5.02668	4.40489	0.115861	lidar	2.34319	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.89978	6.48498	4.8766	4.40984	0.101988	radar	3.45661	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.95501	6.25165	4.85962	4.42227	0.110731	lidar	0.185716	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.07928	5.99917	4.97172	4.40778	0.0894536	radar	3.90374	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17065	5.71875	5.06478	4.40821	0.0831996	lidar	1.93659	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.2807	5.47125	5.04619	4.38725	0.0376298	radar	2.27709	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.3836	5.20529	5.1191	4.38172	0.0280937	lidar	0.710525	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45061	4.95989	5.13222	4.39516	0.0494099	radar	0.238291	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57559	4.67137	5.2675	4.38274	0.0313116	lidar	2.15513	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.68687	4.4164	5.26028	4.36228	-0.0120029	radar	2.12786	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.82887	4.13581	5.38818	4.34445	-0.0315777	lidar	2.22162	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.90459	3.89786	5.36039	4.35853	-0.000586733	radar	1.35467	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.9715	3.67227	5.27638	4.36542	0.00656964	lidar	0.844435	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06595	3.47573	5.15553	4.34992	-0.0253348	radar	4.15556	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15689	3.23197	5.16082	4.3492	-0.0247333	lidar	0.00994799	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.2756	2.97257	5.22147	4.33337	-0.0520632	radar	0.745718	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36894	2.69345	5.29507	4.33642	-0.0452077	lidar	1.2396	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45399	2.44536	5.28646	4.34283	-0.0289307	radar	0.207901	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56162	2.17507	5.3539	4.34095	-0.0279888	lidar	0.53695	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66994	1.94572	5.32731	4.31634	-0.0819749	radar	4.05481	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78968	1.66361	5.42895	4.31315	-0.0780385	lidar	1.28496	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91336	1.41145	5.46406	4.29757	-0.101273	radar	0.378134	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96839	1.18932	5.33916	4.30338	-0.0944509	lidar	5.29673	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0601	0.983052	5.22806	4.29944	-0.0909874	radar	1.19298	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11772	0.760203	5.14093	4.3049	-0.0839675	lidar	3.86268	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21607	0.451461	5.31602	4.3125	-0.0723665	radar	5.34837	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28959	0.215897	5.26612	4.31542	-0.0673074	lidar	1.54844	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39859	-0.0131954	5.2054	4.31662	-0.0472993	radar	5.84398	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46814	-0.246585	5.16349	4.32156	-0.0409213	lidar	1.55148	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58726	-0.416974	5.05631	4.29286	-0.0842127	radar	3.50781	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72153	-0.593809	4.97068	4.26612	-0.114549	lidar	2.28427	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83749	-0.829883	5.09148	4.24662	-0.151756	radar	5.58142	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93459	-1.10973	5.18334	4.25851	-0.124099	lidar	1.68127	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02374	-1.38595	5.25209	4.27171	-0.0977573	radar	2.859	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16274	-1.59137	5.21014	4.2498	-0.120416	lidar	1.08126	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30593	-1.83957	5.37937	4.22494	-0.163523	radar	3.53523	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41425	-2.09474	5.4006	4.22774	-0.149028	lidar	0.417877	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56428	-2.29353	5.31283	4.20457	-0.166248	radar	3.31934	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71523	-2.50099	5.28373	4.18251	-0.184604	lidar	0.535029	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87061	-2.71396	5.28323	4.16141	-0.201238	radar	1.10896	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96343	-2.98955	5.33988	4.18165	-0.160873	lidar	2.3231	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09146	-3.21123	5.27466	4.17744	-0.151225	radar	0.357169	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21639	-3.39916	5.20152	4.16141	-0.164711	lidar	1.48273	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.3623	-3.65214	5.25701	4.16048	-0.152631	radar	4.38557	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52176	-3.77692	5.10958	4.1156	-0.204867	lidar	4.90349	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66684	-3.98638	5.13984	4.10296	-0.210698	radar	0.489365	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82105	-4.21837	5.18019	4.09734	-0.203163	lidar	0.532773	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.9722	-4.4374	5.18511	4.09005	-0.19834	radar	0.396148	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13386	-4.67991	5.24356	4.08738	-0.187409	lidar	1.20181	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27337	-4.87641	5.08926	4.08409	-0.17164	radar	2.25447	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.4039	-5.09421	5.09195	4.08617	-0.158011	lidar	0.279965	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55209	-5.25128	4.94604	4.06649	-0.169842	radar	3.29398	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74005	-5.45068	4.98322	4.04589	-0.18429	lidar	1.86341	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.901	-5.64554	4.9842	4.03467	-0.186454	radar	0.253057	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05559	-5.83093	4.97112	4.0235	-0.189073	lidar	0.0683429	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19598	-5.97821	4.83107	4.00774	-0.195507	radar	5.32351	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3699	-6.07435	4.72691	3.96272	-0.241964	lidar	3.88422	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54822	-6.257	4.7868	3.94802	-0.245732	radar	1.16934	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68553	-6.47063	4.81337	3.96033	-0.214394	lidar	0.755801	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91071	-6.63329	4.95127	3.92252	-0.251222	radar	7.22888	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1142	-6.80261	4.97431	3.8996	-0.263727	lidar	0.712437	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3008	-6.96393	5.00764	3.88108	-0.271585	radar	0.864164	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5322	-7.15201	5.08213	3.86009	-0.279479	lidar	3.80047	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.739	-7.292	5.07988	3.8316	-0.298182	radar	1.73751	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9877	-7.45977	5.14771	3.803	-0.314032	lidar	3.55577	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1754	-7.59629	5.05153	3.78499	-0.316927	radar	1.35866	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.322	-7.7523	4.99102	3.78885	-0.293454	lidar	3.12077	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.517	-7.8769	4.9408	3.76632	-0.303517	radar	1.70467	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6942	-7.98048	4.87148	3.74311	-0.314499	lidar	2.82198	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8847	-8.09131	4.74069	3.7202	-0.323674	radar	1.27592	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0969	-8.18134	4.72153	3.68525	-0.347048	lidar	0.539163	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3287	-8.31148	4.91452	3.66555	-0.348444	radar	2.93549	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5317	-8.39367	4.8668	3.63528	-0.36486	lidar	1.59945	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7341	-8.47888	4.73778	3.60714	-0.378798	radar	1.48429	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0149	-8.57053	4.82378	3.56476	-0.406494	lidar	4.44395	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2685	-8.67068	4.94039	3.53933	-0.410566	radar	2.78092	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4894	-8.71908	4.89898	3.50147	-0.432341	lidar	1.72467	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6995	-8.76049	4.73036	3.46191	-0.458886	radar	3.45309	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9254	-8.87298	4.75516	3.45669	-0.436921	lidar	1.07733	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1853	-8.96169	4.95069	3.44091	-0.423772	radar	2.8829	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4095	-9.07774	4.95288	3.44287	-0.395511	lidar	0.763037	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6372	-9.14851	4.89644	3.42316	-0.397235	radar	0.360266	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9275	-9.14576	4.9556	3.36178	-0.447293	lidar	1.90167	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1893	-9.21696	4.99676	3.3449	-0.440237	radar	4.50295	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4559	-9.33641	5.05464	3.35166	-0.404967	lidar	5.32194	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.694	-9.3677	4.92382	3.31871	-0.426751	radar	2.06491	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9505	-9.45382	4.95799	3.31583	-0.404258	lidar	2.12331	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.199	-9.46559	4.90649	3.27897	-0.427733	radar	2.14014	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.449	-9.45867	4.91197	3.23936	-0.449702	lidar	0.51731	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6603	-9.46434	4.81804	3.21184	-0.458737	radar	4.94537	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9473	-9.44526	4.89541	3.16785	-0.483777	lidar	1.60055	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2015	-9.50447	4.97239	3.17311	-0.442819	radar	7.94721	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4632	-9.52197	4.99529	3.15536	-0.43753	lidar	0.499285	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7195	-9.51294	4.96192	3.12484	-0.452131	radar	1.6641	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9749	-9.47902	4.9787	3.08927	-0.467606	lidar	0.205533	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2155	-9.44532	4.91976	3.05403	-0.487016	radar	0.602136	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.409	-9.49578	4.81444	3.06751	-0.442032	lidar	2.04436	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6452	-9.48513	4.8626	3.05497	-0.424779	radar	1.76919	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8956	-9.47337	4.87457	3.03883	-0.418742	lidar	0.27875	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1252	-9.43654	4.89246	3.0174	-0.415284	radar	3.9026	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3773	-9.31043	4.94253	2.95353	-0.466551	lidar	3.11113	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6083	-9.2373	4.87953	2.91356	-0.493673	radar	1.12676	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8659	-9.10732	4.94966	2.85593	-0.532667	lidar	1.37608	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1057	-9.00292	4.97995	2.81584	-0.547517	radar	4.93658	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2598	-9.15265	4.69783	2.89143	-0.427034	lidar	14.1439	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4986	-9.11374	4.73902	2.88367	-0.406663	radar	1.61342	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7236	-9.01122	4.75924	2.84551	-0.427577	lidar	0.76875	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9665	-8.93144	4.7779	2.81946	-0.435481	radar	2.55398	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1606	-8.86381	4.71727	2.80111	-0.431176	lidar	1.0812	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3934	-8.7793	4.71662	2.77585	-0.439349	radar	1.97916	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.581	-8.75827	4.61287	2.78134	-0.406857	lidar	1.28674	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7664	-8.62953	4.4943	2.72605	-0.464216	radar	6.16565	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9699	-8.54708	4.48434	2.7076	-0.45865	lidar	0.0403064	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.18	-8.44318	4.55269	2.6889	-0.445082	radar	2.17846	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4179	-8.3332	4.6171	2.66634	-0.445847	lidar	1.49019	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6058	-8.22503	4.56632	2.6385	-0.457015	radar	0.781408	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.861	-7.95748	4.81322	2.55454	-0.528288	lidar	6.58861	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.05	-7.81074	4.73876	2.50802	-0.569973	radar	3.49505	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2851	-7.62145	4.86463	2.46673	-0.584702	lidar	2.29982	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4875	-7.47718	4.9288	2.45644	-0.546835	radar	1.728	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6506	-7.3392	4.86444	2.43307	-0.542418	lidar	0.698564	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8439	-7.17384	4.90547	2.41017	-0.532186	radar	0.883676	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9976	-7.09634	4.7453	2.41174	-0.500918	lidar	2.09265	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1658	-6.91394	4.74742	2.37315	-0.522015	radar	1.97815	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3347	-6.64565	4.89355	2.31099	-0.562318	lidar	3.17713	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5018	-6.46891	4.86487	2.27868	-0.577606	radar	3.49887	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
